ID,Pokemon,Objeto,Habilidad,Teratipo,Mov1,Mov2,Mov3,Mov4
4410,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Detect
4410,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sucker Punch,Sacred Sword,Protect
4411,Iron Bundle,Booster Energy,Quark Drive,Water,Protect,Icy Wind,Hydro Pump,Freeze-Dry
4411,Tyranitar,Assault Vest,Sand Stream,Flying,Rock Slide,Assurance,Tera Blast,Low Kick
4411,Great Tusk,Focus Sash,Protosynthesis,Ground,Headlong Rush,Close Combat,Earthquake,Protect
4411,Amoonguss,Sitrus Berry,Regenerator,Water,Protect,Spore,Pollen Puff,Rage Powder
4411,Flutter Mane,Life Orb,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Protect
4411,Corviknight,Safety Goggles,Mirror Armor,Dragon,Iron Head,Brave Bird,Tailwind,Roost
4412,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Thunderbolt
4412,Araquanid,Clear Amulet,Water Bubble,Ground,Liquidation,Protect,Wide Guard,Tera Blast
4412,Raging Bolt,Leftovers,Protosynthesis,Grass,Thunderclap,Protect,Calm Mind,Dragon Pulse
4412,Incineroar,Safety Goggles,Intimidate,Water,Flare Blitz,Fake Out,Parting Shot,Knock Off
4412,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Psychic,Dazzling Gleam,Trick Room,Helping Hand
4412,Rillaboom,Assault Vest,Grassy Surge,Rock,Wood Hammer,Grassy Glide,Fake Out,High Horsepower
4413,Azumarill,Life Orb,Huge Power,Water,Liquidation,Play Rough,Aqua Jet,Protect
4413,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Imprison,Trick Room,Psychic,Protect
4413,Gholdengo,Choice Specs,Good as Gold,Steel,Make It Rain,Shadow Ball,Power Gem,Trick
4413,Iron Bundle,Booster Energy,Quark Drive,Ice,Freeze-Dry,Hydro Pump,Icy Wind,Protect
4413,Pelipper,Focus Sash,Drizzle,Flying,Hydro Pump,Hurricane,Wide Guard,Protect
4413,Sandy Shocks,Choice Scarf,Protosynthesis,Flying,Earth Power,Thunderbolt,Tera Blast,Volt Switch
4414,Weezing,Sitrus Berry,Neutralizing Gas,Ghost,Sludge Bomb,Taunt,Will-O-Wisp,Protect
4414,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Detect,Close Combat,Aqua Jet
4414,Roaring Moon,Booster Energy,Protosynthesis,Poison,Knock Off,Breaking Swipe,Tailwind,Protect
4414,Brambleghast,Focus Sash,Wind Rider,Ghost,Power Whip,Poltergeist,Shadow Sneak,Protect
4414,Gholdengo,Life Orb,Good as Gold,Steel,Make It Rain,Shadow Ball,Protect,Nasty Plot
4414,Arcanine-Hisui,Choice Band,Intimidate,Fairy,Rock Slide,Flare Blitz,Head Smash,Extreme Speed
4415,Kingambit,Assault Vest,Defiant,Fire,Brick Break,Iron Head,Assurance,Sucker Punch
4415,Amoonguss,Rocky Helmet,Regenerator,Water,Protect,Spore,Rage Powder,Pollen Puff
4415,Landorus-Therian,Choice Scarf,Intimidate,Flying,Rock Slide,Stomping Tantrum,Tera Blast,U-turn
4415,Heatran,Leftovers,Flash Fire,Fairy,Protect,Flamethrower,Substitute,Earth Power
4415,Flutter Mane,Booster Energy,Protosynthesis,Grass,Moonblast,Energy Ball,Icy Wind,Protect
4415,Gastrodon,Sitrus Berry,Storm Drain,Fairy,Protect,Earth Power,Ice Beam,Yawn
4416,Rillaboom,Assault Vest,Grassy Surge,Grass,Fake Out,Grassy Glide,Wood Hammer,U-turn
4416,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sacred Sword,Sucker Punch,Protect
4416,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Detect,Close Combat,Aqua Jet
4416,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Shadow Ball,Protect,Moonblast,Dazzling Gleam
4416,Tornadus,Rocky Helmet,Prankster,Ghost,Taunt,Tailwind,Rain Dance,Bleakwind Storm
4416,Arcanine-Hisui,Choice Band,Intimidate,Normal,Extreme Speed,Flare Blitz,Head Smash,Rock Slide
4417,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Protect
4417,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,U-turn,Close Combat,Ice Spinner
4417,Raging Bolt,Leftovers,Protosynthesis,Water,Protect,Dragon Pulse,Calm Mind,Thunderclap
4417,Tornadus,Covert Cloak,Prankster,Steel,Tailwind,Sunny Day,Rain Dance,Bleakwind Storm
4417,Incineroar,Sitrus Berry,Intimidate,Dragon,Fake Out,Parting Shot,Knock Off,Flare Blitz
4417,Rillaboom,Assault Vest,Grassy Surge,Grass,Fake Out,Grassy Glide,Wood Hammer,U-turn
4418,Iron Hands,Assault Vest,Quark Drive,Water,Wild Charge,Drain Punch,Heavy Slam,Fake Out
4418,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Moonblast,Dazzling Gleam,Icy Wind
4418,Kingambit,Safety Goggles,Defiant,Dragon,Protect,Kowtow Cleave,Sucker Punch,Iron Head
4418,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Horn Leech,Follow Me
4418,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Heat Wave,Dark Pulse,Snarl,Overheat
4418,Landorus-Therian,Choice Scarf,Intimidate,Flying,Tera Blast,Stomping Tantrum,Rock Slide,U-turn
4419,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Close Combat,Surging Strikes,Aqua Jet,U-turn
4419,Iron Crown,Booster Energy,Quark Drive,Water,Expanding Force,Tachyon Cutter,Tera Blast,Protect
4419,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Sandsear Storm,Protect
4419,Indeedee-F,Rocky Helmet,Psychic Surge,Fairy,Follow Me,Helping Hand,Dazzling Gleam,Trick Room
4419,Chi-Yu,Choice Specs,Beads of Ruin,Grass,Heat Wave,Dark Pulse,Tera Blast,Overheat
4419,Tornadus,Covert Cloak,Prankster,Ghost,Tailwind,Rain Dance,Bleakwind Storm,Protect
4420,Kingambit,Black Glasses,Defiant,Dragon,Protect,Kowtow Cleave,Sucker Punch,Swords Dance
4420,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me
4420,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Protect,Sucker Punch,Sacred Sword
4420,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Perish Song,Shadow Ball
4420,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Burning Bulwark,Howl,Heat Crash,Breaking Swipe
4420,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out
4421,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn
4421,Flutter Mane,Booster Energy,Protosynthesis,Grass,Moonblast,Shadow Ball,Calm Mind,Protect
4421,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Spiky Shield,Grassy Glide,Follow Me
4421,Farigiraf,Throat Spray,Armor Tail,Fairy,Hyper Voice,Psychic,Trick Room,Protect
4421,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Knock Off,Flare Blitz,Parting Shot
4421,Rillaboom,Assault Vest,Grassy Surge,Poison,Wood Hammer,U-turn,Fake Out,Grassy Glide
4422,Rillaboom,Assault Vest,Grassy Surge,Grass,Wood Hammer,Fake Out,Grassy Glide,U-turn
4422,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Shadow Ball,Moonblast,Dazzling Gleam,Protect
4422,Tornadus,Covert Cloak,Prankster,Dragon,Bleakwind Storm,Tailwind,Rain Dance,Taunt
4422,Landorus,Life Orb,Sheer Force,Grass,Sandsear Storm,Sludge Bomb,Grass Knot,Protect
4422,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,Detect
4422,Arcanine-Hisui,Choice Band,Intimidate,Normal,Flare Blitz,Rock Slide,Extreme Speed,Head Smash
4423,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
4423,Iron Crown,Booster Energy,Quark Drive,Water,Expanding Force,Tachyon Cutter,Tera Blast,Protect
4423,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Icy Wind
4423,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Icy Wind,Tailwind,Taunt
4423,Chi-Yu,Choice Scarf,Beads of Ruin,Ghost,Overheat,Heat Wave,Snarl,Dark Pulse
4423,Indeedee-F,Rocky Helmet,Psychic Surge,Fairy,Dazzling Gleam,Follow Me,Helping Hand,Trick Room
4424,Glimmora,Assault Vest,Toxic Debris,Water,Mortal Spin,Power Gem,Earth Power,Sludge Bomb
4424,Raging Bolt,Booster Energy,Protosynthesis,Electric,Dragon Pulse,Thunderbolt,Thunderclap,Protect
4424,Tatsugiri,Focus Sash,Commander,Steel,Draco Meteor,Muddy Water,Icy Wind,Protect
4424,Whimsicott,Covert Cloak,Prankster,Ghost,Tailwind,Charm,Light Screen,Moonblast
4424,Dondozo,Leftovers,Unaware,Grass,Wave Crash,Earthquake,Order Up,Protect
4424,Landorus,Life Orb,Sheer Force,Poison,Sandsear Storm,Earth Power,Sludge Bomb,Protect
4425,Pelipper,Focus Sash,Drizzle,Stellar,Wide Guard,Hurricane,Weather Ball,Tailwind
4425,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out
4425,Archaludon,Assault Vest,Stamina,Grass,Body Press,Heavy Slam,Electro Shot,Dragon Pulse
4425,Amoonguss,Sitrus Berry,Regenerator,Fairy,Spore,Rage Powder,Pollen Puff,Protect
4425,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Protect
4425,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Steel,Surging Strikes,Close Combat,U-turn,Aqua Jet
4426,Indeedee-F,Rocky Helmet,Psychic Surge,Grass,Follow Me,Imprison,Trick Room,Psychic
4426,Tornadus,Focus Sash,Prankster,Ghost,Tailwind,Icy Wind,Air Cutter,Bleakwind Storm
4426,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Thunderbolt
4426,Landorus-Therian,Clear Amulet,Intimidate,Flying,Stomping Tantrum,Swords Dance,Tera Blast,Protect
4426,Gastrodon,Leftovers,Storm Drain,Fire,Ice Beam,Earth Power,Yawn,Protect
4426,Chi-Yu,Life Orb,Beads of Ruin,Grass,Protect,Dark Pulse,Heat Wave,Taunt
4427,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn
4427,Chi-Yu,Wide Lens,Beads of Ruin,Ghost,Nasty Plot,Heat Wave,Protect,Dark Pulse
4427,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Icy Wind
4427,Amoonguss,Sitrus Berry,Regenerator,Water,Protect,Rage Powder,Pollen Puff,Spore
4427,Incineroar,Safety Goggles,Intimidate,Water,Fake Out,Parting Shot,Flare Blitz,Knock Off
4427,Tornadus,Rocky Helmet,Prankster,Dark,Tailwind,Bleakwind Storm,Sunny Day,Taunt
4428,Chi-Yu,Life Orb,Beads of Ruin,Grass,Heat Wave,Dark Pulse,Tera Blast,Protect
4428,Amoonguss,Rocky Helmet,Regenerator,Water,Protect,Spore,Rage Powder,Pollen Puff
4428,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Protect,Ice Spinner,Sucker Punch,Sacred Sword
4428,Dragonite,Choice Band,Inner Focus,Normal,Extreme Speed,Outrage,Iron Head,Stomping Tantrum
4428,Tornadus,Covert Cloak,Prankster,Ghost,Bleakwind Storm,Taunt,Sunny Day,Tailwind
4428,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Power Gem
4429,Incineroar,Sitrus Berry,Intimidate,Water,Fake Out,Parting Shot,Flare Blitz,Knock Off
4429,Kingambit,Assault Vest,Defiant,Fire,Kowtow Cleave,Iron Head,Low Kick,Sucker Punch
4429,Landorus,Life Orb,Sheer Force,Poison,Protect,Earth Power,Sludge Bomb,Substitute
4429,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Spiky Shield,Horn Leech,Follow Me
4429,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Icy Wind
4429,Latias,Rocky Helmet,Levitate,Poison,Mist Ball,Draco Meteor,Tailwind,Recover
4430,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Protect
4430,Landorus,Life Orb,Sheer Force,Poison,Sandsear Storm,Earth Power,Protect,Sludge Bomb
4430,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,Knock Off,Fake Out
4430,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,Protect
4430,Tornadus,Rocky Helmet,Prankster,Steel,Protect,Rain Dance,Tailwind,Bleakwind Storm
4430,Incineroar,Sitrus Berry,Intimidate,Water,Flare Blitz,Knock Off,Fake Out,Parting Shot
4431,Iron Hands,Clear Amulet,Quark Drive,Fire,Fake Out,Wild Charge,Close Combat,Ice Punch
4431,Chi-Yu,Leftovers,Beads of Ruin,Grass,Snarl,Heat Wave,Nasty Plot,Protect
4431,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield
4431,Cresselia,Mental Herb,Levitate,Poison,Protect,Moonblast,Lunar Blessing,Trick Room
4431,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Shadow Ball,Moonblast,Dazzling Gleam,Protect
4431,Ursaluna,Flame Orb,Guts,Ghost,Earthquake,Swords Dance,Facade,Protect
4432,Raging Bolt,Safety Goggles,Protosynthesis,Water,Thunderbolt,Draco Meteor,Thunderclap,Protect
4432,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Horn Leech,Ivy Cudgel,Follow Me,Spiky Shield
4432,Dragonite,Choice Band,Inner Focus,Normal,Extreme Speed,Outrage,Aerial Ace,Stomping Tantrum
4432,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sucker Punch,Sacred Sword,Protect
4432,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect
4432,Entei,Assault Vest,Inner Focus,Grass,Extreme Speed,Sacred Fire,Stomping Tantrum,Snarl
4433,Armarouge,Power Herb,Flash Fire,Grass,Expanding Force,Heat Wave,Meteor Beam,Trick Room
4433,Gallade,Clear Amulet,Sharpness,Fire,Psycho Cut,Sacred Sword,Upper Hand,Trick Room
4433,Torkoal,Charcoal,Drought,Fire,Eruption,Heat Wave,Earth Power,Protect
4433,Kingambit,Safety Goggles,Defiant,Ghost,Kowtow Cleave,Sucker Punch,Low Kick,Swords Dance
4433,Urshifu,Choice Scarf,Unseen Fist,Dark,Wicked Blow,Close Combat,U-turn,Taunt
4433,Indeedee-F,Rocky Helmet,Psychic Surge,Fairy,Dazzling Gleam,Follow Me,Helping Hand,Trick Room
4434,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Aqua Jet,Taunt,Detect
4434,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Protect
4434,Dusclops,Eviolite,Pressure,Water,Night Shade,Will-O-Wisp,Trick Room,Pain Split
4434,Iron Hands,Assault Vest,Quark Drive,Grass,Heavy Slam,Drain Punch,Wild Charge,Fake Out
4434,Heatran,Leftovers,Flash Fire,Fairy,Flamethrower,Flash Cannon,Earth Power,Protect
4434,Landorus-Therian,Choice Scarf,Intimidate,Flying,Stomping Tantrum,Rock Slide,U-turn,Tera Blast
4435,Volcarona,Sitrus Berry,Flame Body,Dragon,Protect,Giga Drain,Quiver Dance,Fiery Dance
4435,Grimmsnarl,Light Clay,Prankster,Ghost,Spirit Break,Light Screen,Reflect,Thunder Wave
4435,Landorus-Therian,Choice Scarf,Intimidate,Flying,Stomping Tantrum,Tera Blast,Rock Slide,U-turn
4435,Iron Hands,Assault Vest,Quark Drive,Water,Wild Charge,Drain Punch,Heavy Slam,Fake Out
4435,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Horn Leech,Swords Dance
4435,Cresselia,Safety Goggles,Levitate,Poison,Trick Room,Psychic,Ice Beam,Lunar Blessing
4436,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Sandsear Storm,Protect
4436,Incineroar,Sitrus Berry,Intimidate,Water,Flare Blitz,Parting Shot,Fake Out,Knock Off
4436,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Follow Me,Spiky Shield,Ivy Cudgel,Horn Leech
4436,Kingambit,Dread Plate,Defiant,Fairy,Kowtow Cleave,Sucker Punch,Swords Dance,Protect
4436,Rillaboom,Assault Vest,Grassy Surge,Rock,Wood Hammer,Grassy Glide,Fake Out,High Horsepower
4436,Latios,Choice Specs,Levitate,Steel,Aura Sphere,Luster Purge,Draco Meteor,Ice Beam
4437,Tornadus,Sitrus Berry,Prankster,Steel,Tailwind,Taunt,Protect,Bleakwind Storm
4437,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect
4437,Chien-Pao,Life Orb,Sword of Ruin,Poison,Icicle Crash,Protect,Sacred Sword,Sucker Punch
4437,Rillaboom,Assault Vest,Grassy Surge,Ghost,Fake Out,Wood Hammer,Grassy Glide,U-turn
4437,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,Protect
4437,Arcanine-Hisui,Choice Band,Intimidate,Normal,Rock Slide,Extreme Speed,Flare Blitz,Head Smash
4438,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,U-turn,Grassy Glide,Fake Out
4438,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect
4438,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Fake Out,Parting Shot
4438,Raging Bolt,Leftovers,Protosynthesis,Fairy,Dragon Pulse,Thunderclap,Calm Mind,Protect
4438,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Steel,Surging Strikes,Close Combat,Ice Spinner,U-turn
4438,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sucker Punch,Sacred Sword,Protect
4439,Ursaluna,Flame Orb,Guts,Fairy,Facade,Headlong Rush,Swords Dance,Protect
4439,Hatterene,Life Orb,Magic Bounce,Psychic,Expanding Force,Dazzling Gleam,Trick Room,Protect
4439,Flutter Mane,Focus Sash,Protosynthesis,Stellar,Dazzling Gleam,Moonblast,Shadow Ball,Protect
4439,Torkoal,Choice Specs,Drought,Fire,Eruption,Weather Ball,Solar Beam,Earth Power
4439,Indeedee-F,Rocky Helmet,Psychic Surge,Fairy,Dazzling Gleam,Follow Me,Helping Hand,Trick Room
4439,Gallade,Clear Amulet,Sharpness,Grass,Psycho Cut,Sacred Sword,Wide Guard,Trick Room
4440,Arcanine-Hisui,Choice Band,Intimidate,Ghost,Rock Slide,Flare Blitz,Extreme Speed,Head Smash
4440,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Electroweb,Snarl,Draco Meteor,Thunderclap
4440,Ninetales-Alola,Light Clay,Snow Warning,Fire,Blizzard,Aurora Veil,Moonblast,Helping Hand
4440,Landorus,Life Orb,Sheer Force,Steel,Protect,Earth Power,Sludge Bomb,Substitute
4440,Articuno,Choice Specs,Snow Cloak,Ice,Blizzard,Freeze-Dry,Ice Beam,Sheer Cold
4440,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Horn Leech,Follow Me
4441,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,U-turn,Grassy Glide,Fake Out
4441,Raging Bolt,Leftovers,Protosynthesis,Fairy,Protect,Thunderclap,Dragon Pulse,Calm Mind
4441,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Protect,Sucker Punch,Icicle Crash,Sacred Sword
4441,Incineroar,Safety Goggles,Intimidate,Ghost,Parting Shot,Will-O-Wisp,Flare Blitz,Fake Out
4441,Volcarona,Sitrus Berry,Flame Body,Fairy,Protect,Heat Wave,Tera Blast,Quiver Dance
4441,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Steel,Detect,Surging Strikes,Close Combat,Aqua Jet
4442,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
4442,Raging Bolt,Life Orb,Protosynthesis,Fairy,Thunderbolt,Dragon Pulse,Thunderclap,Protect
4442,Kingambit,Safety Goggles,Defiant,Dragon,Kowtow Cleave,Swords Dance,Sucker Punch,Protect
4442,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Icy Wind
4442,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,U-turn,Fake Out
4442,Arcanine-Hisui,Choice Band,Intimidate,Fairy,Rock Slide,Flare Blitz,Extreme Speed,Head Smash
4443,Gouging Fire,Clear Amulet,Protosynthesis,Fire,Heat Crash,Dragon Claw,Dragon Dance,Protect
4443,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
4443,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect
4443,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderbolt,Thunderclap,Electroweb,Dragon Pulse
4443,Flutter Mane,Booster Energy,Protosynthesis,Grass,Moonblast,Shadow Ball,Icy Wind,Protect
4443,Incineroar,Sitrus Berry,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out
4444,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
4444,Kingambit,Safety Goggles,Defiant,Dragon,Kowtow Cleave,Sucker Punch,Swords Dance,Protect
4444,Raging Bolt,Life Orb,Protosynthesis,Fairy,Thunderbolt,Dragon Pulse,Thunderclap,Protect
4444,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Wood Hammer,Grassy Glide,U-turn
4444,Arcanine-Hisui,Choice Band,Intimidate,Fairy,Flare Blitz,Rock Slide,Extreme Speed,Head Smash
4444,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Thunderbolt
4445,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Will-O-Wisp,Fake Out,Parting Shot
4445,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sacred Sword,Sucker Punch,Protect
4445,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect
4445,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,Fake Out,U-turn
4445,Volcarona,Sitrus Berry,Flame Body,Fairy,Heat Wave,Tera Blast,Quiver Dance,Protect
4445,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Steel,Surging Strikes,Close Combat,Aqua Jet,U-turn
4446,Landorus,Life Orb,Sheer Force,Poison,Protect,Earth Power,Sludge Bomb,Substitute
4446,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Protect,Icicle Crash,Sacred Sword,Sucker Punch
4446,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,U-turn,Fake Out
4446,Raging Bolt,Leftovers,Protosynthesis,Fairy,Protect,Dragon Pulse,Thunderclap,Calm Mind
4446,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Spiky Shield,Ivy Cudgel,Grassy Glide,Swords Dance
4446,Incineroar,Sitrus Berry,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out
4447,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Horn Leech,Follow Me,Ivy Cudgel
4447,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Protect,Ice Spinner,Sacred Sword,Sucker Punch
4447,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Electroweb,Thunderclap,Dragon Pulse,Snarl
4447,Gholdengo,Leftovers,Good as Gold,Fairy,Protect,Make It Rain,Shadow Ball,Nasty Plot
4447,Zapdos-Galar,Choice Scarf,Defiant,Ghost,Brave Bird,U-turn,Close Combat,Thunderous Kick
4447,Incineroar,Sitrus Berry,Intimidate,Grass,Will-O-Wisp,Flare Blitz,Fake Out,Parting Shot
4448,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Grass,Surging Strikes,Close Combat,Ice Punch,U-turn
4448,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Protect,Icicle Crash,Sucker Punch,Sacred Sword
4448,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Parting Shot,Will-O-Wisp,Fake Out
4448,Rillaboom,Meadow Plate,Grassy Surge,Ghost,Grassy Glide,Wood Hammer,Taunt,Fake Out
4448,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Draco Meteor,Thunderclap,Electroweb,Snarl
4448,Volcarona,Leftovers,Flame Body,Fairy,Protect,Heat Wave,Tera Blast,Quiver Dance
4449,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Swords Dance,Grassy Glide,Spiky Shield
4449,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Earth Power,Hyper Voice,Protect
4449,Urshifu,Focus Sash,Unseen Fist,Dark,Close Combat,Wicked Blow,Sucker Punch,Detect
4449,Incineroar,Assault Vest,Intimidate,Ghost,Fake Out,Flare Blitz,Snarl,U-turn
4449,Rillaboom,Miracle Seed,Grassy Surge,Fire,Wood Hammer,Grassy Glide,Fake Out,U-turn
4449,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Helping Hand,Hyper Voice,Psychic,Trick Room
4450,Landorus,Life Orb,Sheer Force,Poison,Protect,Sludge Bomb,Sandsear Storm,Earth Power
4450,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn
4450,Raging Bolt,Booster Energy,Protosynthesis,Electric,Thunderclap,Protect,Thunderbolt,Dragon Pulse
4450,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Flare Blitz,Parting Shot,Fake Out
4450,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,Fake Out,U-turn
4450,Tornadus,Rocky Helmet,Prankster,Ghost,Bleakwind Storm,Taunt,Tailwind,Rain Dance
4451,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Electroweb,Snarl
4451,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Protect,Sucker Punch,Sacred Sword
